"OrthoGroup","# Species","Genes","Alg.-Conn.","L_infantum.fasta","L_major.fasta","L_mexicana.fasta"
"OrthoGroup_4065",3,3,0.954,"LINF_340046300","LmjF.34.3860","LmxM.33.3860"
"OrthoGroup_4066",3,3,0.954,"LINF_340047100","LmjF.34.3940","LmxM.33.3940"
"OrthoGroup_4067",3,3,0.954,"LINF_340048100","LmjF.34.4030","LmxM.33.4030"
"OrthoGroup_4068",3,3,0.954,"LINF_350006700","LmjF.35.0160","LmxM.34.0160"
"OrthoGroup_4069",3,3,0.954,"LINF_350010900","LmjF.35.0620","LmxM.34.0620"
"OrthoGroup_4070",3,3,0.954,"LINF_350013400","LmjF.35.0870","LmxM.34.0870"
"OrthoGroup_4071",3,3,0.954,"LINF_350014400","LmjF.35.0970","LmxM.34.0970"
"OrthoGroup_4072",3,3,0.954,"LINF_350016600","LmjF.35.1180","LmxM.34.1180"
"OrthoGroup_4073",3,3,0.954,"LINF_350017100","LmjF.35.1230","LmxM.34.1230"
"OrthoGroup_4074",3,3,0.954,"LINF_350022200","LmjF.35.1730","LmxM.34.1730"
"OrthoGroup_4075",3,3,0.954,"LINF_350026000","LmjF.35.2090","LmxM.34.2090"
"OrthoGroup_4076",3,3,0.954,"LINF_350027200","LmjF.35.2200","LmxM.34.2200"
"OrthoGroup_4077",3,3,0.954,"LINF_350033500","LmjF.35.2820","LmxM.34.2820"
"OrthoGroup_4078",3,3,0.954,"LINF_350037400","LmjF.35.3200","LmxM.34.3200"
"OrthoGroup_4079",3,3,0.954,"LINF_350037700","LmjF.35.3230","LmxM.34.3230"
"OrthoGroup_4080",3,3,0.954,"LINF_350043800","LmjF.35.3840","LmxM.34.3840"
"OrthoGroup_4081",3,3,0.954,"LINF_350051300","LmjF.35.4550","LmxM.34.4550"
"OrthoGroup_4082",3,3,0.954,"LINF_360013100","LmjF.36.0750","LmxM.36.0750"
"OrthoGroup_4083",3,3,0.954,"LINF_360015800","LmjF.36.1000","LmxM.36.1000"
"OrthoGroup_4084",3,3,0.954,"LINF_360017200","LmjF.36.1140","LmxM.36.1140"
"OrthoGroup_4085",3,3,0.954,"LINF_360019000","LmjF.36.1330","LmxM.36.1330"
"OrthoGroup_4086",3,3,0.954,"LINF_360029800","LmjF.36.2270","LmxM.36.2270"
"OrthoGroup_4087",3,3,0.954,"LINF_360033800","LmjF.36.2600","LmxM.36.2600"
"OrthoGroup_4088",3,3,0.954,"LINF_360039000","LmjF.36.3090","LmxM.36.3090"
"OrthoGroup_4089",3,3,0.954,"LINF_360040900","LmjF.36.3250","LmxM.36.3250"
"OrthoGroup_4090",3,3,0.954,"LINF_360043700","LmjF.36.3510","LmxM.36.3510"
"OrthoGroup_4091",3,3,0.954,"LINF_360051900","LmjF.36.4260","LmxM.36.4260"
"OrthoGroup_4092",3,3,0.954,"LINF_360054000","LmjF.36.4470","LmxM.36.4470"
"OrthoGroup_4093",3,3,0.954,"LINF_360054600","LmjF.36.4530","LmxM.36.4530"
"OrthoGroup_4094",3,3,0.954,"LINF_360067100","LmjF.36.5730","LmxM.36.5730"
"OrthoGroup_4095",3,3,0.954,"LINF_360070800","LmjF.36.6090","LmxM.36.6090"
"OrthoGroup_4096",3,3,0.954,"LINF_360072500","LmjF.36.6250","LmxM.36.6250"
"OrthoGroup_4097",3,3,0.954,"LINF_360074000","LmjF.36.6340","LmxM.36.6340"
"OrthoGroup_4098",3,3,0.954,"LINF_360078700","LmjF.36.6690","LmxM.36.6690"
"OrthoGroup_4099",3,3,0.953,"LINF_010005300","LmjF.01.0040","LmxM.01.0040"
"OrthoGroup_4100",3,3,0.953,"LINF_010008400","LmjF.01.0335","LmxM.01.0335"
"OrthoGroup_4101",3,3,0.953,"LINF_020008600","LmjF.02.0360","LmxM.02.0360"
"OrthoGroup_4102",3,3,0.953,"LINF_020011500","LmjF.02.0620","LmxM.02.0620"
"OrthoGroup_4103",3,3,0.953,"LINF_030007900","LmjF.03.0310","LmxM.03.0310"
"OrthoGroup_4104",3,3,0.953,"LINF_030008600","LmjF.03.0380","LmxM.03.0380"
"OrthoGroup_4105",3,3,0.953,"LINF_030008700","LmjF.03.0400","LmxM.03.0400"
"OrthoGroup_4106",3,3,0.953,"LINF_040010700","LmjF.04.0570","LmxM.04.0570"
"OrthoGroup_4107",3,3,0.953,"LINF_040012000","LmjF.04.0690","LmxM.04.0690"
"OrthoGroup_4108",3,3,0.953,"LINF_050005500","LmjF.05.0060","LmxM.05.0060"
"OrthoGroup_4109",3,3,0.953,"LINF_050006700","LmjF.05.0180","LmxM.05.0180"
"OrthoGroup_4110",3,3,0.953,"LINF_050011000","LmjF.05.0590","LmxM.05.0590"
"OrthoGroup_4111",3,3,0.953,"LINF_060008200","LmjF.06.0290","LmxM.06.0290"
"OrthoGroup_4112",3,3,0.953,"LINF_060009000","LmjF.06.0370","LmxM.06.0370"
"OrthoGroup_4113",3,3,0.953,"LINF_060013100","LmjF.06.0740","LmxM.06.0740"
"OrthoGroup_4114",3,3,0.953,"LINF_060017500","LmjF.06.1170","LmxM.06.1170"
"OrthoGroup_4115",3,3,0.953,"LINF_070005500","LmjF.07.0050","LmxM.07.0050"
"OrthoGroup_4116",3,3,0.953,"LINF_070016800","LmjF.07.1035","LmxM.07.1035"
"OrthoGroup_4117",3,3,0.953,"LINF_070018400","LmjF.07.1160","LmxM.07.1160"
"OrthoGroup_4118",3,3,0.953,"LINF_090005300","LmjF.09.0020","LmxM.09.0020"
"OrthoGroup_4119",3,3,0.953,"LINF_090005900","LmjF.09.0080","LmxM.09.0080"
"OrthoGroup_4120",3,3,0.953,"LINF_090008400","LmjF.09.0280","LmxM.09.0280"
"OrthoGroup_4121",3,3,0.953,"LINF_090011400","LmjF.09.0550","LmxM.09.0550"
"OrthoGroup_4122",3,3,0.953,"LINF_090012400","LmjF.09.0650","LmxM.09.0650"
"OrthoGroup_4123",3,3,0.953,"LINF_090016900","LmjF.09.1010","LmxM.09.1010"
"OrthoGroup_4124",3,3,0.953,"LINF_090017600","LmjF.09.1020","LmxM.09.1020"
"OrthoGroup_4125",3,3,0.953,"LINF_090021300","LmjF.09.1380","LmxM.09.1380"
"OrthoGroup_4126",3,3,0.953,"LINF_100012800","LmjF.10.0600","LmxM.10.0600"
"OrthoGroup_4127",3,3,0.953,"LINF_100016600","LmjF.10.0950","LmxM.10.0950"
"OrthoGroup_4128",3,3,0.953,"LINF_100018100","LmjF.10.1090","LmxM.10.1090"
"OrthoGroup_4129",3,3,0.953,"LINF_100018400","LmjF.10.1110","LmxM.10.1110"
"OrthoGroup_4130",3,3,0.953,"LINF_100019000","LmjF.10.1170","LmxM.10.1170"
"OrthoGroup_4131",3,3,0.953,"LINF_100020500","LmjF.10.1250","LmxM.10.1250"
"OrthoGroup_4132",3,3,0.953,"LINF_110010700","LmjF.11.0500","LmxM.11.0500"
"OrthoGroup_4133",3,3,0.953,"LINF_110014800","LmjF.11.0910","LmxM.11.0910"
"OrthoGroup_4134",3,3,0.953,"LINF_120005500","LmjF.12.0050","LmxM.12.0050"
"OrthoGroup_4135",3,3,0.953,"LINF_120017200","LmjF.12.1300","LmxM.12.1300"
"OrthoGroup_4136",3,3,0.953,"LINF_130011000","LmjF.13.0610","LmxM.13.0610"
"OrthoGroup_4137",3,3,0.953,"LINF_130022100","LmjF.13.1660","LmxM.13.1660"
"OrthoGroup_4138",3,3,0.953,"LINF_140011200","LmjF.14.0570","LmxM.14.0570"
"OrthoGroup_4139",3,3,0.953,"LINF_140011600","LmjF.14.0610","LmxM.14.0610"
"OrthoGroup_4140",3,3,0.953,"LINF_140016400","LmjF.14.1030","LmxM.14.1030"
"OrthoGroup_4141",3,3,0.953,"LINF_140018000","LmjF.14.1160","LmxM.14.1160"
"OrthoGroup_4142",3,3,0.953,"LINF_140021200","LmjF.14.1470","LmxM.14.1470"
"OrthoGroup_4143",3,3,0.953,"LINF_150014200","LmjF.15.0680","LmxM.15.0680"
"OrthoGroup_4144",3,3,0.953,"LINF_160005400","LmjF.16.0040","LmxM.16.0040"
"OrthoGroup_4145",3,3,0.953,"LINF_160008600","LmjF.16.0350","LmxM.16.0350"
"OrthoGroup_4146",3,3,0.953,"LINF_160010400","LmjF.16.0530","LmxM.16.0530"
"OrthoGroup_4147",3,3,0.953,"LINF_160013600","LmjF.16.0810","LmxM.16.0810"
"OrthoGroup_4148",3,3,0.953,"LINF_170010200","LmjF.17.0390","LmxM.17.0390"
"OrthoGroup_4149",3,3,0.953,"LINF_170017000","LmjF.17.0990","LmxM.17.0990"
"OrthoGroup_4150",3,3,0.953,"LINF_180009600","LmjF.18.0460","LmxM.18.0460"
"OrthoGroup_4151",3,3,0.953,"LINF_180011100","LmjF.18.0600","LmxM.18.0600"
"OrthoGroup_4152",3,3,0.953,"LINF_180017100","LmjF.18.1160","LmxM.18.1160"
"OrthoGroup_4153",3,3,0.953,"LINF_180017800","LmjF.18.1230","LmxM.18.1230"
"OrthoGroup_4154",3,3,0.953,"LINF_190015700","LmjF.19.1040","LmxM.19.1040"
"OrthoGroup_4155",3,3,0.953,"LINF_190022300","LmjF.19.1590","LmxM.19.1590"
"OrthoGroup_4156",3,3,0.953,"LINF_200007600","LmjF.20.0260","LmxM.20.0260"
"OrthoGroup_4157",3,3,0.953,"LINF_200016730","LmjF.20.1170","LmxM.20.1170"
"OrthoGroup_4158",3,3,0.953,"LINF_200022500","LmjF.20.1600","LmxM.20.1600"
"OrthoGroup_4159",3,3,0.953,"LINF_210006900","LmjF.21.0150","LmxM.21.0150"
"OrthoGroup_4160",3,3,0.953,"LINF_210007400","LmjF.21.0200","LmxM.21.0200"
"OrthoGroup_4161",3,3,0.953,"LINF_210012000","LmjF.21.0640","LmxM.21.0640"
"OrthoGroup_4162",3,3,0.953,"LINF_210013300","LmjF.21.0750","LmxM.21.0750"
"OrthoGroup_4163",3,3,0.953,"LINF_210014500","LmjF.21.0830","LmxM.21.0830"
"OrthoGroup_4164",3,3,0.953,"LINF_210015000","LmjF.21.0850","LmxM.21.0850"
"OrthoGroup_4165",3,3,0.953,"LINF_210017500","LmjF.21.0990","LmxM.21.0990"
"OrthoGroup_4166",3,3,0.953,"LINF_210017900","LmjF.21.1030","LmxM.21.1030"
"OrthoGroup_4167",3,3,0.953,"LINF_220010500","LmjF.22.0500","LmxM.22.0500"
"OrthoGroup_4168",3,3,0.953,"LINF_220013300","LmjF.22.0740","LmxM.22.0740"
"OrthoGroup_4169",3,3,0.953,"LINF_220019800","LmjF.22.1370","LmxM.22.1370"
"OrthoGroup_4170",3,3,0.953,"LINF_230005400","LmjF.23.0040","LmxM.23.0040"
"OrthoGroup_4171",3,3,0.953,"LINF_230006000","LmjF.23.0100","LmxM.23.0100"
"OrthoGroup_4172",3,3,0.953,"LINF_230020000","LmjF.23.1130","LmxM.23.1130"
"OrthoGroup_4173",3,3,0.953,"LINF_230021400","LmjF.23.1250","LmxM.23.1250"
"OrthoGroup_4174",3,3,0.953,"LINF_240015500","LmjF.24.1030","LmxM.24.1030"
"OrthoGroup_4175",3,3,0.953,"LINF_240024500","LmjF.24.1850","LmxM.24.1850"
"OrthoGroup_4176",3,3,0.953,"LINF_250023100","LmjF.25.1650","LmxM.25.1650"
"OrthoGroup_4177",3,3,0.953,"LINF_260007700","LmjF.26.0270","LmxM.26.0270"
"OrthoGroup_4178",3,3,0.953,"LINF_260008100","LmjF.26.0310","LmxM.26.0310"
"OrthoGroup_4179",3,3,0.953,"LINF_260011600","LmjF.26.0660","LmxM.26.0660"
"OrthoGroup_4180",3,3,0.953,"LINF_260012300","LmjF.26.0730","LmxM.26.0730"
"OrthoGroup_4181",3,3,0.953,"LINF_260014100","LmjF.26.0920","LmxM.26.0920"
"OrthoGroup_4182",3,3,0.953,"LINF_260020300","LmjF.26.1530","LmxM.26.1530"
"OrthoGroup_4183",3,3,0.953,"LINF_260023200","LmjF.26.1790","LmxM.26.1790"
"OrthoGroup_4184",3,3,0.953,"LINF_260028600","LmjF.26.2310","LmxM.26.2310"
"OrthoGroup_4185",3,3,0.953,"LINF_270007700","LmjF.27.0260","LmxM.27.0260"
"OrthoGroup_4186",3,3,0.953,"LINF_270017700","LmjF.27.1130","LmxM.27.1130"
"OrthoGroup_4187",3,3,0.953,"LINF_270028000","LmjF.27.2090","LmxM.27.2090"
"OrthoGroup_4188",3,3,0.953,"LINF_280006300","LmjF.28.0140","LmxM.28.0140"
"OrthoGroup_4189",3,3,0.953,"LINF_280010300","LmjF.28.0530","LmxM.28.0530"
"OrthoGroup_4190",3,3,0.953,"LINF_280011800","LmjF.28.0670","LmxM.28.0670"
"OrthoGroup_4191",3,3,0.953,"LINF_280012800","LmjF.28.0760","LmxM.28.0760"
"OrthoGroup_4192",3,3,0.953,"LINF_280017800","LmjF.28.1200","LmxM.28.1200"
"OrthoGroup_4193",3,3,0.953,"LINF_280018200","LmjF.28.1240","LmxM.28.1240"
"OrthoGroup_4194",3,3,0.953,"LINF_280024000","LmjF.28.1770","LmxM.28.1770"
"OrthoGroup_4195",3,3,0.953,"LINF_290008600","LmjF.29.0360","LmxM.08_29.0360"
"OrthoGroup_4196",3,3,0.953,"LINF_290009900","LmjF.29.0490","LmxM.08_29.0490"
"OrthoGroup_4197",3,3,0.953,"LINF_290011200","LmjF.29.0620","LmxM.08_29.0620"
"OrthoGroup_4198",3,3,0.953,"LINF_290014800","LmjF.29.0910","LmxM.08_29.0910"
"OrthoGroup_4199",3,3,0.953,"LINF_290015100","LmjF.29.0935","LmxM.08_29.0935"
"OrthoGroup_4200",3,3,0.953,"LINF_290016900","LmjF.29.1100","LmxM.08_29.1100"
"OrthoGroup_4201",3,3,0.953,"LINF_290023800","LmjF.29.1710","LmxM.08_29.1710"
"OrthoGroup_4202",3,3,0.953,"LINF_290029300","LmjF.29.2160","LmxM.08_29.2160"
"OrthoGroup_4203",3,3,0.953,"LINF_290035500","LmjF.29.2770","LmxM.08_29.2770"
"OrthoGroup_4204",3,3,0.953,"LINF_300006100","LmjF.30.0100.2","LmxM.29.0100"
"OrthoGroup_4205",3,3,0.953,"LINF_300009200","LmjF.30.0410","LmxM.29.0410"
"OrthoGroup_4206",3,3,0.953,"LINF_300020300","LmjF.30.1520","LmxM.29.1520"
"OrthoGroup_4207",3,3,0.953,"LINF_300026000","LmjF.30.2080","LmxM.29.2080"
"OrthoGroup_4208",3,3,0.953,"LINF_300027800","LmjF.30.2240","LmxM.29.2240"
"OrthoGroup_4209",3,3,0.953,"LINF_300028000","LmjF.30.2260","LmxM.29.2260"
"OrthoGroup_4210",3,3,0.953,"LINF_300029800","LmjF.30.2440","LmxM.29.2440"
"OrthoGroup_4211",3,3,0.953,"LINF_300034700","LmjF.30.2930","LmxM.29.2930"
"OrthoGroup_4212",3,3,0.953,"LINF_310017300","LmjF.31.1100","LmxM.30.1100"
"OrthoGroup_4213",3,3,0.953,"LINF_310039800","LmjF.31.3090","LmxM.30.3090"
"OrthoGroup_4214",3,3,0.953,"LINF_320012900","LmjF.32.0740","LmxM.31.0740"
"OrthoGroup_4215",3,3,0.953,"LINF_320018100","LmjF.32.1240","LmxM.31.1240"
"OrthoGroup_4216",3,3,0.953,"LINF_320018700","LmjF.32.1300","LmxM.31.1300"
"OrthoGroup_4217",3,3,0.953,"LINF_320021900","LmjF.32.1620","LmxM.31.1620"
"OrthoGroup_4218",3,3,0.953,"LINF_320025000","LmjF.32.1910","LmxM.31.1910"
"OrthoGroup_4219",3,3,0.953,"LINF_320037050","LmjF.32.2985","LmxM.31.2985"
"OrthoGroup_4220",3,3,0.953,"LINF_320046100","LmjF.32.3890","LmxM.31.3890"
"OrthoGroup_4221",3,3,0.953,"LINF_330008900","LmjF.33.0310","LmxM.32.0310"
"OrthoGroup_4222",3,3,0.953,"LINF_330015800","LmjF.33.0850","LmxM.32.0850"
"OrthoGroup_4223",3,3,0.953,"LINF_330020800","LmjF.33.1300","LmxM.32.1300"
"OrthoGroup_4224",3,3,0.953,"LINF_330022800","LmjF.33.1450","LmxM.32.1450"
"OrthoGroup_4225",3,3,0.953,"LINF_330024100","LmjF.33.1575","LmxM.32.1575"
"OrthoGroup_4226",3,3,0.953,"LINF_330034700","LmjF.33.2550","LmxM.32.2550"
"OrthoGroup_4227",3,3,0.953,"LINF_340009100","LmjF.34.0400","LmxM.33.0400"
"OrthoGroup_4228",3,3,0.953,"LINF_340021800","LmjF.34.1460","LmxM.33.1460"
"OrthoGroup_4229",3,3,0.953,"LINF_340042000","LmjF.34.3510","LmxM.33.3510"
"OrthoGroup_4230",3,3,0.953,"LINF_340049100","LmjF.34.4130","LmxM.33.4130"
"OrthoGroup_4231",3,3,0.953,"LINF_340052200","LmjF.34.4600","LmxM.33.4600"
"OrthoGroup_4232",3,3,0.953,"LINF_350021400","LmjF.35.1640","LmxM.34.1640"
"OrthoGroup_4233",3,3,0.953,"LINF_350023400","LmjF.35.1850","LmxM.34.1850"
"OrthoGroup_4234",3,3,0.953,"LINF_350028400","LmjF.35.2310","LmxM.34.2310"
"OrthoGroup_4235",3,3,0.953,"LINF_350044100","LmjF.35.3870","LmxM.34.3870"
"OrthoGroup_4236",3,3,0.953,"LINF_360005900","LmjF.36.0090","LmxM.36.0090"
"OrthoGroup_4237",3,3,0.953,"LINF_360010200","LmjF.36.0490","LmxM.36.0490"
"OrthoGroup_4238",3,3,0.953,"LINF_360013200","LmjF.36.0760","LmxM.36.0760"
"OrthoGroup_4239",3,3,0.953,"LINF_360018700","LmjF.36.1300","LmxM.36.1300"
"OrthoGroup_4240",3,3,0.953,"LINF_360024500","LmjF.36.1810","LmxM.36.1810"
"OrthoGroup_4241",3,3,0.953,"LINF_360047700","LmjF.36.3880","LmxM.36.3880"
"OrthoGroup_4242",3,3,0.953,"LINF_360048000","LmjF.36.3910","LmxM.36.3910"
"OrthoGroup_4243",3,3,0.953,"LINF_360058800","LmjF.36.4930","LmxM.36.4930"
"OrthoGroup_4244",3,3,0.953,"LINF_360066300","LmjF.36.5650","LmxM.36.5650"
"OrthoGroup_4245",3,3,0.953,"LINF_360068800","LmjF.36.5890","LmxM.36.5890"
"OrthoGroup_4246",3,3,0.953,"LINF_360073700","LmjF.36.6310","LmxM.36.6310"
"OrthoGroup_4247",3,3,0.953,"LINF_360081900","LmjF.36.6980","LmxM.36.6980"
"OrthoGroup_4248",3,3,0.952,"LINF_010005500","LmjF.01.0060","LmxM.01.0060"
"OrthoGroup_4249",3,3,0.952,"LINF_010007600","LmjF.01.0270","LmxM.01.0270"
"OrthoGroup_4250",3,3,0.952,"LINF_010013000","LmjF.01.0790","LmxM.01.0790"
"OrthoGroup_4251",3,3,0.952,"LINF_020006400","LmjF.02.0140","LmxM.02.0140"
"OrthoGroup_4252",3,3,0.952,"LINF_030007000","LmjF.03.0220","LmxM.03.0220"
"OrthoGroup_4253",3,3,0.952,"LINF_030010800","LmjF.03.0600","LmxM.03.0600"
"OrthoGroup_4254",3,3,0.952,"LINF_050006400","LmjF.05.0150","LmxM.05.0150"
"OrthoGroup_4255",3,3,0.952,"LINF_050014100","LmjF.05.0890","LmxM.05.0890"
"OrthoGroup_4256",3,3,0.952,"LINF_050015900","LmjF.05.1060","LmxM.05.1060"
"OrthoGroup_4257",3,3,0.952,"LINF_050016200","LmjF.05.1090","LmxM.05.1090"
"OrthoGroup_4258",3,3,0.952,"LINF_050017100","LmjF.05.1180","LmxM.05.1180"
"OrthoGroup_4259",3,3,0.952,"LINF_070012100","LmjF.07.0650","LmxM.07.0650"
"OrthoGroup_4260",3,3,0.952,"LINF_080006800","LmjF.08.0180","LmxM.08.0180"
"OrthoGroup_4261",3,3,0.952,"LINF_080010300","LmjF.08.0520","LmxM.08.0520"
"OrthoGroup_4262",3,3,0.952,"LINF_080015800","LmjF.08.1100","LmxM.08.1100"
"OrthoGroup_4263",3,3,0.952,"LINF_080016300","LmjF.08.1140","LmxM.08.1140"
"OrthoGroup_4264",3,3,0.952,"LINF_090020800","LmjF.09.1330","LmxM.09.1330"
"OrthoGroup_4265",3,3,0.952,"LINF_090022500","LmjF.09.1490","LmxM.09.1490"
"OrthoGroup_4266",3,3,0.952,"LINF_100015900","LmjF.10.0920","LmxM.10.0920"
"OrthoGroup_4267",3,3,0.952,"LINF_110008200","LmjF.11.0330","LmxM.11.0330"
"OrthoGroup_4268",3,3,0.952,"LINF_110008900","LmjF.11.0400","LmxM.11.0400"
"OrthoGroup_4269",3,3,0.952,"LINF_110010500","LmjF.11.0480","LmxM.11.0480"
"OrthoGroup_4270",3,3,0.952,"LINF_110016300","LmjF.11.1030","LmxM.11.1030"
"OrthoGroup_4271",3,3,0.952,"LINF_120008500","LmjF.12.0340","LmxM.12.0340"
"OrthoGroup_4272",3,3,0.952,"LINF_120012300","LmjF.12.0710","LmxM.12.0710"
"OrthoGroup_4273",3,3,0.952,"LINF_120015800","LmjF.12.1160","LmxM.12.1160"
"OrthoGroup_4274",3,3,0.952,"LINF_130005200","LmjF.13.0030","LmxM.13.0030"
"OrthoGroup_4275",3,3,0.952,"LINF_130011500","LmjF.13.0660","LmxM.13.0660"
"OrthoGroup_4276",3,3,0.952,"LINF_130016200","LmjF.13.1120","LmxM.13.1120"
"OrthoGroup_4277",3,3,0.952,"LINF_130016400","LmjF.13.1140","LmxM.13.1140"
"OrthoGroup_4278",3,3,0.952,"LINF_140021100","LmjF.14.1460","LmxM.14.1460"
"OrthoGroup_4279",3,3,0.952,"LINF_140021400","LmjF.14.1490","LmxM.14.1490"
"OrthoGroup_4280",3,3,0.952,"LINF_150022600","LmjF.15.1450","LmxM.15.1450"
"OrthoGroup_4281",3,3,0.952,"LINF_160005100","LmjF.16.0010","LmxM.16.0010"
"OrthoGroup_4282",3,3,0.952,"LINF_160006200","LmjF.16.0110","LmxM.16.0110"
"OrthoGroup_4283",3,3,0.952,"LINF_160017800","LmjF.16.1200","LmxM.16.1200"
"OrthoGroup_4284",3,3,0.952,"LINF_160019600","LmjF.16.1380","LmxM.16.1380"
"OrthoGroup_4285",3,3,0.952,"LINF_170020000","LmjF.17.1270","LmxM.17.1270"
"OrthoGroup_4286",3,3,0.952,"LINF_170021600","LmjF.17.1420","LmxM.17.1420"
"OrthoGroup_4287",3,3,0.952,"LINF_180006500","LmjF.18.0150","LmxM.18.0150"
"OrthoGroup_4288",3,3,0.952,"LINF_180007500","LmjF.18.0250","LmxM.18.0250"
"OrthoGroup_4289",3,3,0.952,"LINF_180008000","LmjF.18.0300","LmxM.18.0300"
"OrthoGroup_4290",3,3,0.952,"LINF_180009500","LmjF.18.0450","LmxM.18.0450"
"OrthoGroup_4291",3,3,0.952,"LINF_190008900","LmjF.19.0400","LmxM.19.0400"
"OrthoGroup_4292",3,3,0.952,"LINF_190011200","LmjF.19.0630","LmxM.19.0630"
"OrthoGroup_4293",3,3,0.952,"LINF_190021800","LmjF.19.1540","LmxM.19.1540"
"OrthoGroup_4294",3,3,0.952,"LINF_200005900","LmjF.20.0090","LmxM.20.0090"
"OrthoGroup_4295",3,3,0.952,"LINF_200017500","LmjF.20.1240","LmxM.20.1240"
"OrthoGroup_4296",3,3,0.952,"LINF_200020400","LmjF.20.1500","LmxM.20.1500"
"OrthoGroup_4297",3,3,0.952,"LINF_200020500","LmjF.20.1510","LmxM.20.1510"
"OrthoGroup_4298",3,3,0.952,"LINF_200022700","LmjF.20.1620","LmxM.20.1620"
"OrthoGroup_4299",3,3,0.952,"LINF_210012200","LmjF.21.0660","LmxM.21.0660"
"OrthoGroup_4300",3,3,0.952,"LINF_210014100","LmjF.21.0820","LmxM.21.0820"
"OrthoGroup_4301",3,3,0.952,"LINF_210020200","LmjF.21.1210","LmxM.21.1210"
"OrthoGroup_4302",3,3,0.952,"LINF_210020800","LmjF.21.1270","LmxM.21.1270"
"OrthoGroup_4303",3,3,0.952,"LINF_210021300","LmjF.21.1310","LmxM.21.1310"
"OrthoGroup_4304",3,3,0.952,"LINF_210023900","LmjF.21.1530","LmxM.21.1530"
"OrthoGroup_4305",3,3,0.952,"LINF_220005900","LmjF.22.0090","LmxM.22.0090"
"OrthoGroup_4306",3,3,0.952,"LINF_220007000","LmjF.22.0210","LmxM.22.0210"
"OrthoGroup_4307",3,3,0.952,"LINF_220019200","LmjF.22.1310","LmxM.22.1310"
"OrthoGroup_4308",3,3,0.952,"LINF_230007100","LmjF.23.0200","LmxM.23.0200"
"OrthoGroup_4309",3,3,0.952,"LINF_230015900","LmjF.23.0810","LmxM.23.0810"
"OrthoGroup_4310",3,3,0.952,"LINF_230021000","LmjF.23.1210","LmxM.23.1210"
"OrthoGroup_4311",3,3,0.952,"LINF_230022400","LmjF.23.1310","LmxM.23.1310"
"OrthoGroup_4312",3,3,0.952,"LINF_230025600","LmjF.23.1490","LmxM.23.1490"
"OrthoGroup_4313",3,3,0.952,"LINF_240006500","LmjF.24.0180","LmxM.24.0180"
"OrthoGroup_4314",3,3,0.952,"LINF_240013800","LmjF.24.0860","LmxM.24.0860"
"OrthoGroup_4315",3,3,0.952,"LINF_240014000","LmjF.24.0880","LmxM.24.0880"
"OrthoGroup_4316",3,3,0.952,"LINF_240026600","LmjF.24.2040","LmxM.24.2040"
"OrthoGroup_4317",3,3,0.952,"LINF_250018300","LmjF.25.1210","LmxM.25.1210"
"OrthoGroup_4318",3,3,0.952,"LINF_250020300","LmjF.25.1410","LmxM.25.1410"
"OrthoGroup_4319",3,3,0.952,"LINF_250022100","LmjF.25.1560","LmxM.25.1560"
"OrthoGroup_4320",3,3,0.952,"LINF_250026700","LmjF.25.1980","LmxM.25.1980"
"OrthoGroup_4321",3,3,0.952,"LINF_250029900","LmjF.25.2270","LmxM.25.2270"
"OrthoGroup_4322",3,3,0.952,"LINF_250030500","LmjF.25.2330","LmxM.25.2330"
"OrthoGroup_4323",3,3,0.952,"LINF_260009700","LmjF.26.0470","LmxM.26.0470"
"OrthoGroup_4324",3,3,0.952,"LINF_260014000","LmjF.26.0910","LmxM.26.0910"
"OrthoGroup_4325",3,3,0.952,"LINF_260017900","LmjF.26.1290","LmxM.26.1290"
"OrthoGroup_4326",3,3,0.952,"LINF_260018500","LmjF.26.1350","LmxM.26.1350"
"OrthoGroup_4327",3,3,0.952,"LINF_260032600","LmjF.26.2670","LmxM.26.2670"
"OrthoGroup_4328",3,3,0.952,"LINF_270006000","LmjF.27.0110","LmxM.27.0110"
"OrthoGroup_4329",3,3,0.952,"LINF_270015300","LmjF.27.0900","LmxM.27.0900"
"OrthoGroup_4330",3,3,0.952,"LINF_270019400","LmjF.27.1280","LmxM.27.1280"
"OrthoGroup_4331",3,3,0.952,"LINF_270024600","LmjF.27.1780","LmxM.27.1780"
"OrthoGroup_4332",3,3,0.952,"LINF_270024700","LmjF.27.1790","LmxM.27.1790"
"OrthoGroup_4333",3,3,0.952,"LINF_270029900","LmjF.27.2260","LmxM.27.2260"
"OrthoGroup_4334",3,3,0.952,"LINF_280008300","LmjF.28.0410","LmxM.28.0410"
"OrthoGroup_4335",3,3,0.952,"LINF_280009100","LmjF.28.0320","LmxM.28.0320"
"OrthoGroup_4336",3,3,0.952,"LINF_280015500","LmjF.28.0990","LmxM.28.0990"
"OrthoGroup_4337",3,3,0.952,"LINF_280016100","LmjF.28.1050","LmxM.28.1050"
"OrthoGroup_4338",3,3,0.952,"LINF_280019600","LmjF.28.1380","LmxM.28.1380"
"OrthoGroup_4339",3,3,0.952,"LINF_280025100","LmjF.28.1880","LmxM.28.1880"
"OrthoGroup_4340",3,3,0.952,"LINF_280037300","LmjF.28.2910","LmxM.28.2910"
"OrthoGroup_4341",3,3,0.952,"LINF_290007900","LmjF.29.0290","LmxM.08_29.0290"
"OrthoGroup_4342",3,3,0.952,"LINF_290009300","LmjF.29.0430","LmxM.08_29.0430"
